Timestamp,Velocity(m/s),Voltage(V),Current(A),Power(W),TargetSpeed(m/s)
2026-07-04 00:15:35,0.171,12.587,32.23,405.679,0
2026-07-04 00:15:35,0.171,12.587,32.23,405.679,0
2026-07-04 00:15:35,0.171,12.587,32.23,405.679,0
2026-07-04 00:15:35,0.208,12.587,26.0,327.262,0
2026-07-04 00:15:35,0.208,12.587,26.0,327.262,0
2026-07-04 00:15:36,0.26,12.587,30.07,378.491,0
2026-07-04 00:15:36,0.26,12.587,30.07,378.491,0
2026-07-04 00:15:36,0.26,12.587,30.07,378.491,0
2026-07-04 00:15:36,0.243,12.587,27.08,340.856,0
2026-07-04 00:15:36,0.243,12.587,27.08,340.856,0
2026-07-04 00:15:36,0.189,12.587,32.07,403.665,0
2026-07-04 00:15:36,0.189,12.587,32.07,403.665,0
2026-07-04 00:15:36,0.189,12.587,32.07,403.665,0
2026-07-04 00:15:36,0.212,12.587,24.42,307.375,0
2026-07-04 00:15:36,0.212,12.587,24.42,307.375,0
2026-07-04 00:15:37,0.32,12.587,27.5,346.143,0
2026-07-04 00:15:37,0.32,12.587,27.5,346.143,0
2026-07-04 00:15:37,0.32,12.587,27.5,346.143,0
2026-07-04 00:15:37,0.399,12.587,31.57,397.372,0
2026-07-04 00:15:37,0.399,12.587,31.57,397.372,0
2026-07-04 00:15:37,0.418,12.587,28.41,357.597,0
2026-07-04 00:15:37,0.418,12.587,28.41,357.597,0
2026-07-04 00:15:37,0.418,12.587,28.41,357.597,0
2026-07-04 00:15:37,0.391,12.587,28.25,355.583,0
2026-07-04 00:15:38,0.391,12.587,28.25,355.583,0
2026-07-04 00:15:38,0.335,12.587,24.51,308.507,0
2026-07-04 00:15:38,0.335,12.587,24.51,308.507,0
2026-07-04 00:15:38,0.335,12.587,24.51,308.507,0
2026-07-04 00:15:38,0.236,12.587,29.16,367.037,0
2026-07-04 00:15:38,0.236,12.587,29.16,367.037,0
2026-07-04 00:15:38,0.24,12.587,27.5,346.143,0
2026-07-04 00:15:38,0.24,12.587,27.5,346.143,0
2026-07-04 00:15:38,0.24,12.587,27.5,346.143,0
2026-07-04 00:15:38,0.273,12.587,28.66,360.743,0
2026-07-04 00:15:39,0.273,12.587,28.66,360.743,0
2026-07-04 00:15:39,0.184,12.587,27.58,347.149,0
2026-07-04 00:15:39,0.184,12.587,27.58,347.149,0
2026-07-04 00:15:39,0.184,12.587,27.58,347.149,0
2026-07-04 00:15:39,0.105,12.587,27.58,347.149,0
2026-07-04 00:15:39,0.105,12.587,27.58,347.149,0
2026-07-04 00:15:39,0.228,12.587,32.23,405.679,0
2026-07-04 00:15:39,0.228,12.587,32.23,405.679,0
2026-07-04 00:15:39,0.228,12.587,32.23,405.679,0
2026-07-04 00:15:39,0.307,12.587,24.17,304.228,0
2026-07-04 00:15:40,0.307,12.587,24.17,304.228,0
2026-07-04 00:15:40,0.342,12.587,24.84,312.661,0
2026-07-04 00:15:40,0.342,12.587,24.84,312.661,0
2026-07-04 00:15:40,0.342,12.587,24.84,312.661,0
2026-07-04 00:15:40,0.298,12.587,29.33,369.177,0
2026-07-04 00:15:40,0.298,12.587,29.33,369.177,0
2026-07-04 00:15:40,0.202,12.587,27.58,347.149,0
2026-07-04 00:15:40,0.202,12.587,27.58,347.149,0
2026-07-04 00:15:40,0.125,12.587,25.84,325.248,0
2026-07-04 00:15:40,0.125,12.587,25.84,325.248,0
2026-07-04 00:15:41,0.125,12.587,25.84,325.248,0
2026-07-04 00:15:41,0.185,12.587,27.75,349.289,0
2026-07-04 00:15:41,0.185,12.587,27.75,349.289,0
2026-07-04 00:15:41,0.253,12.587,27.5,346.143,0
2026-07-04 00:15:41,0.253,12.587,27.5,346.143,0
2026-07-04 00:15:41,0.253,12.587,27.5,346.143,0
2026-07-04 00:15:41,0.291,12.587,30.49,383.778,0
2026-07-04 00:15:41,0.291,12.587,30.49,383.778,0
2026-07-04 00:15:41,0.299,12.587,27.5,346.143,0
2026-07-04 00:15:41,0.299,12.587,27.5,346.143,0
2026-07-04 00:15:42,0.299,12.587,27.5,346.143,0
2026-07-04 00:15:42,0.255,12.587,30.57,384.785,0
2026-07-04 00:15:42,0.255,12.587,30.57,384.785,0
2026-07-04 00:15:42,0.193,12.587,24.92,313.668,0
2026-07-04 00:15:42,0.193,12.587,24.92,313.668,0
2026-07-04 00:15:42,0.193,12.587,24.92,313.668,0
2026-07-04 00:15:42,0.124,12.587,26.92,338.842,0
2026-07-04 00:15:42,0.124,12.587,26.92,338.842,0
2026-07-04 00:15:42,0.071,12.587,32.4,407.819,0
2026-07-04 00:15:42,0.071,12.587,32.4,407.819,0
2026-07-04 00:15:43,0.071,12.587,32.4,407.819,0
2026-07-04 00:15:43,0.03,12.587,26.75,336.702,0
2026-07-04 00:15:43,0.03,12.587,26.75,336.702,0
2026-07-04 00:15:43,0.049,12.587,27.41,345.01,0
2026-07-04 00:15:43,0.049,12.587,27.41,345.01,0
2026-07-04 00:15:43,0.049,12.587,27.41,345.01,0
2026-07-04 00:15:43,0.085,12.587,26.83,337.709,0
2026-07-04 00:15:43,0.085,12.587,26.83,337.709,0
2026-07-04 00:15:43,0.088,12.587,26.67,335.695,0
2026-07-04 00:15:43,0.088,12.587,26.67,335.695,0
2026-07-04 00:15:44,0.088,12.587,26.67,335.695,0
2026-07-04 00:15:44,0.083,12.587,26.67,335.695,0
2026-07-04 00:15:44,0.083,12.587,26.67,335.695,0
2026-07-04 00:15:44,0.071,12.587,26.5,333.556,0
2026-07-04 00:15:44,0.071,12.587,26.5,333.556,0
2026-07-04 00:15:44,0.071,12.587,26.5,333.556,0
2026-07-04 00:15:44,0.049,12.587,30.24,380.631,0
2026-07-04 00:15:44,0.049,12.587,30.24,380.631,0
2026-07-04 00:15:44,0.044,12.587,26.75,336.702,0
2026-07-04 00:15:44,0.044,12.587,26.75,336.702,0
2026-07-04 00:15:45,0.044,12.587,26.75,336.702,0
2026-07-04 00:15:45,0.071,12.587,28.08,353.443,0
2026-07-04 00:15:45,0.071,12.587,28.08,353.443,0
2026-07-04 00:15:45,0.086,12.587,27.17,341.989,0
2026-07-04 00:15:45,0.086,12.587,27.17,341.989,0
2026-07-04 00:15:45,0.086,12.587,27.17,341.989,0
2026-07-04 00:15:45,0.085,12.587,27.0,339.849,0
2026-07-04 00:15:45,0.085,12.587,27.0,339.849,0
2026-07-04 00:15:45,0.09,12.587,32.65,410.966,0
2026-07-04 00:15:45,0.09,12.587,32.65,410.966,0
2026-07-04 00:15:46,0.09,12.587,32.65,410.966,0
2026-07-04 00:15:46,0.083,12.587,26.25,330.409,0
2026-07-04 00:15:46,0.083,12.587,26.25,330.409,0
2026-07-04 00:15:46,0.062,12.587,31.65,398.379,0
2026-07-04 00:15:46,0.062,12.587,31.65,398.379,0
2026-07-04 00:15:46,0.062,12.587,31.65,398.379,0
2026-07-04 00:15:46,0.045,12.587,26.25,330.409,0
2026-07-04 00:15:46,0.045,12.587,26.25,330.409,0
2026-07-04 00:15:46,0.039,12.587,26.42,332.549,0
2026-07-04 00:15:46,0.039,12.587,26.42,332.549,0
2026-07-04 00:15:47,0.039,12.587,26.42,332.549,0
2026-07-04 00:15:47,0.043,12.587,25.5,320.969,0
2026-07-04 00:15:47,0.043,12.587,25.5,320.969,0
2026-07-04 00:15:47,0.043,12.587,26.0,327.262,0
2026-07-04 00:15:47,0.043,12.587,26.0,327.262,0
2026-07-04 00:15:47,0.042,12.587,28.16,354.45,0
2026-07-04 00:15:47,0.042,12.587,28.16,354.45,0
2026-07-04 00:15:47,0.042,12.587,28.16,354.45,0
2026-07-04 00:15:47,0.043,12.587,26.08,328.269,0
2026-07-04 00:15:47,0.043,12.587,26.08,328.269,0
2026-07-04 00:15:48,0.045,12.587,33.23,418.266,0
2026-07-04 00:15:48,0.045,12.587,33.23,418.266,0
2026-07-04 00:15:48,0.045,12.587,33.23,418.266,0
2026-07-04 00:15:48,0.044,12.587,26.25,330.409,0
2026-07-04 00:15:48,0.044,12.587,26.25,330.409,0
2026-07-04 00:15:48,0.044,12.587,33.23,418.266,0
2026-07-04 00:15:48,0.044,12.587,33.23,418.266,0
2026-07-04 00:15:48,0.044,12.587,33.23,418.266,0
2026-07-04 00:15:48,0.048,12.587,26.5,333.556,0
2026-07-04 00:15:48,0.048,12.587,26.5,333.556,0
2026-07-04 00:15:49,0.055,12.587,26.25,330.409,0
2026-07-04 00:15:49,0.055,12.587,26.25,330.409,0
2026-07-04 00:15:49,0.055,12.587,26.25,330.409,0
2026-07-04 00:15:49,0.06,12.587,32.15,404.672,0
2026-07-04 00:15:49,0.06,12.587,32.15,404.672,0
2026-07-04 00:15:49,0.05,12.587,26.25,330.409,0
2026-07-04 00:15:49,0.05,12.587,26.25,330.409,0
2026-07-04 00:15:49,0.05,12.587,26.25,330.409,0
2026-07-04 00:15:49,0.043,12.587,33.31,419.273,0
2026-07-04 00:15:49,0.043,12.587,33.31,419.273,0
2026-07-04 00:15:50,0.045,12.587,25.84,325.248,0
2026-07-04 00:15:50,0.045,12.587,25.84,325.248,0
2026-07-04 00:15:50,0.045,12.587,25.84,325.248,0
2026-07-04 00:15:50,0.042,12.587,32.65,410.966,0
2026-07-04 00:15:50,0.042,12.587,32.65,410.966,0
2026-07-04 00:15:50,0.038,12.587,25.75,324.115,0
2026-07-04 00:15:50,0.038,12.587,25.75,324.115,0
2026-07-04 00:15:50,0.038,12.587,25.75,324.115,0
2026-07-04 00:15:50,0.036,12.587,30.9,388.938,0
2026-07-04 00:15:50,0.036,12.587,30.9,388.938,0
2026-07-04 00:15:51,0.038,12.587,26.0,327.262,0
2026-07-04 00:15:51,0.038,12.587,26.0,327.262,0
2026-07-04 00:15:51,0.038,12.587,26.0,327.262,0
2026-07-04 00:15:51,0.045,12.587,26.0,327.262,0
2026-07-04 00:15:51,0.045,12.587,26.0,327.262,0
2026-07-04 00:15:51,0.043,12.587,26.17,329.402,0
2026-07-04 00:15:51,0.043,12.587,26.17,329.402,0
2026-07-04 00:15:51,0.043,12.587,26.17,329.402,0
2026-07-04 00:15:51,0.037,12.587,25.92,326.255,0
2026-07-04 00:15:51,0.037,12.587,25.92,326.255,0
2026-07-04 00:15:52,0.04,12.587,29.91,376.477,0
2026-07-04 00:15:52,0.04,12.587,29.91,376.477,0
2026-07-04 00:15:52,0.04,12.587,29.91,376.477,0
2026-07-04 00:15:52,0.044,12.587,25.67,323.108,0
2026-07-04 00:15:52,0.044,12.587,25.67,323.108,0
2026-07-04 00:15:52,0.037,12.587,29.82,375.344,0
2026-07-04 00:15:52,0.037,12.587,29.82,375.344,0
2026-07-04 00:15:52,0.037,12.587,29.82,375.344,0
2026-07-04 00:15:52,0.038,12.587,25.67,323.108,0
2026-07-04 00:15:53,0.038,12.587,25.67,323.108,0
2026-07-04 00:15:53,0.038,12.587,33.56,422.42,0
2026-07-04 00:15:53,0.038,12.587,33.56,422.42,0
2026-07-04 00:15:53,0.038,12.587,33.56,422.42,0
2026-07-04 00:15:53,0.044,12.587,26.33,331.416,0
2026-07-04 00:15:53,0.044,12.587,26.33,331.416,0
2026-07-04 00:15:53,0.044,12.587,27.33,344.003,0
2026-07-04 00:15:53,0.044,12.587,27.33,344.003,0
2026-07-04 00:15:53,0.044,12.587,27.33,344.003,0
2026-07-04 00:15:53,0.032,12.587,26.17,329.402,0
2026-07-04 00:15:54,0.032,12.587,26.17,329.402,0
2026-07-04 00:15:54,0.029,12.587,26.58,334.562,0
2026-07-04 00:15:54,0.029,12.587,26.58,334.562,0
2026-07-04 00:15:54,0.029,12.587,26.58,334.562,0
2026-07-04 00:15:54,0.032,12.587,31.65,398.379,0
2026-07-04 00:15:54,0.032,12.587,31.65,398.379,0
2026-07-04 00:15:54,0.027,12.587,26.08,328.269,0
2026-07-04 00:15:54,0.027,12.587,26.08,328.269,0
2026-07-04 00:15:54,0.025,12.587,31.82,400.518,0
2026-07-04 00:15:54,0.025,12.587,31.82,400.518,0
2026-07-04 00:15:55,0.025,12.587,31.82,400.518,0
2026-07-04 00:15:55,0.03,12.587,25.84,325.248,0
2026-07-04 00:15:55,0.03,12.587,25.84,325.248,0
2026-07-04 00:15:55,0.03,12.587,25.84,325.248,0
2026-07-04 00:15:55,0.033,12.587,31.73,399.386,0
2026-07-04 00:15:55,0.033,12.587,31.73,399.386,0
2026-07-04 00:15:55,0.039,12.587,25.67,323.108,1
2026-07-04 00:15:55,0.039,12.587,25.67,323.108,1
2026-07-04 00:15:55,0.022,12.587,28.91,363.89,1
2026-07-04 00:15:55,0.022,12.587,28.91,363.89,1
2026-07-04 00:15:56,0.022,12.587,28.91,363.89,1
2026-07-04 00:15:56,0.266,12.587,25.92,326.255,1
2026-07-04 00:15:56,0.266,12.587,25.92,326.255,1
2026-07-04 00:15:56,0.616,12.587,26.08,328.269,1
2026-07-04 00:15:56,0.616,12.587,26.08,328.269,1
2026-07-04 00:15:56,0.616,12.587,26.08,328.269,1
2026-07-04 00:15:56,0.812,12.587,26.42,332.549,1
2026-07-04 00:15:56,0.812,12.587,26.42,332.549,1
2026-07-04 00:15:56,0.908,12.587,25.84,325.248,1
2026-07-04 00:15:56,0.908,12.587,25.84,325.248,1
2026-07-04 00:15:57,0.908,12.587,25.84,325.248,1
2026-07-04 00:15:57,0.953,12.587,25.75,324.115,1
2026-07-04 00:15:57,0.953,12.587,25.75,324.115,1
2026-07-04 00:15:57,0.97,12.587,25.75,324.115,1
2026-07-04 00:15:57,0.97,12.587,25.75,324.115,1
2026-07-04 00:15:57,0.97,12.587,25.75,324.115,1
2026-07-04 00:15:57,0.971,12.587,33.65,423.553,1
2026-07-04 00:15:57,0.971,12.587,33.65,423.553,1
2026-07-04 00:15:57,0.966,12.587,25.67,323.108,1
2026-07-04 00:15:57,0.966,12.587,25.67,323.108,1
2026-07-04 00:15:58,0.966,12.587,25.67,323.108,1
2026-07-04 00:15:58,0.959,12.587,33.98,427.706,1
2026-07-04 00:15:58,0.959,12.587,33.98,427.706,1
2026-07-04 00:15:58,0.952,12.587,25.92,326.255,1
2026-07-04 00:15:58,0.952,12.587,25.92,326.255,1
2026-07-04 00:15:58,0.952,12.587,25.92,326.255,1
2026-07-04 00:15:58,0.948,12.587,28.25,355.583,1
2026-07-04 00:15:58,0.948,12.587,28.25,355.583,1
2026-07-04 00:15:58,0.947,12.587,26.25,330.409,1
2026-07-04 00:15:58,0.947,12.587,26.25,330.409,1
2026-07-04 00:15:59,0.947,12.587,26.25,330.409,1
2026-07-04 00:15:59,0.949,12.587,26.42,332.549,1
2026-07-04 00:15:59,0.949,12.587,26.42,332.549,1
2026-07-04 00:15:59,0.952,12.587,31.24,393.218,1
2026-07-04 00:15:59,0.952,12.587,31.24,393.218,1
2026-07-04 00:15:59,0.952,12.587,31.24,393.218,1
2026-07-04 00:15:59,0.956,12.587,25.84,325.248,1
2026-07-04 00:15:59,0.956,12.587,25.84,325.248,1
2026-07-04 00:15:59,0.96,12.587,33.48,421.413,1
2026-07-04 00:15:59,0.96,12.587,33.48,421.413,1
2026-07-04 00:16:00,0.96,12.587,33.48,421.413,1
2026-07-04 00:16:00,0.967,12.587,25.75,324.115,1
2026-07-04 00:16:00,0.967,12.587,25.75,324.115,1
2026-07-04 00:16:00,0.971,12.587,28.74,361.75,1
2026-07-04 00:16:00,0.971,12.587,28.74,361.75,1
2026-07-04 00:16:00,0.971,12.587,28.74,361.75,1
2026-07-04 00:16:00,0.974,12.587,25.67,323.108,1
2026-07-04 00:16:00,0.974,12.587,25.67,323.108,1
2026-07-04 00:16:00,0.977,12.587,26.25,330.409,1
2026-07-04 00:16:00,0.977,12.587,26.25,330.409,1
2026-07-04 00:16:01,0.977,12.587,26.25,330.409,1
2026-07-04 00:16:01,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:01,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:01,0.978,12.587,25.92,326.255,1
2026-07-04 00:16:01,0.978,12.587,25.92,326.255,1
2026-07-04 00:16:01,0.978,12.587,25.92,326.255,1
2026-07-04 00:16:01,0.977,12.587,28.41,357.597,1
2026-07-04 00:16:01,0.977,12.587,28.41,357.597,1
2026-07-04 00:16:01,0.976,12.587,25.67,323.108,1
2026-07-04 00:16:01,0.976,12.587,25.67,323.108,1
2026-07-04 00:16:02,0.976,12.587,32.9,414.112,1
2026-07-04 00:16:02,0.976,12.587,32.9,414.112,1
2026-07-04 00:16:02,0.976,12.587,32.9,414.112,1
2026-07-04 00:16:02,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:02,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:02,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:02,0.974,12.587,30.65,385.792,1
2026-07-04 00:16:02,0.974,12.587,30.65,385.792,1
2026-07-04 00:16:02,0.975,12.587,26.0,327.262,1
2026-07-04 00:16:02,0.975,12.587,26.0,327.262,1
2026-07-04 00:16:03,0.976,12.587,31.9,401.525,1
2026-07-04 00:16:03,0.976,12.587,31.9,401.525,1
2026-07-04 00:16:03,0.976,12.587,31.9,401.525,1
2026-07-04 00:16:03,0.976,12.587,26.0,327.262,1
2026-07-04 00:16:03,0.976,12.587,26.0,327.262,1
2026-07-04 00:16:03,0.976,12.587,26.08,328.269,1
2026-07-04 00:16:03,0.976,12.587,26.08,328.269,1
2026-07-04 00:16:03,0.976,12.587,26.08,328.269,1
2026-07-04 00:16:03,0.975,12.587,34.06,428.713,1
2026-07-04 00:16:03,0.975,12.587,34.06,428.713,1
2026-07-04 00:16:04,0.976,12.587,25.84,325.248,1
2026-07-04 00:16:04,0.976,12.587,25.84,325.248,1
2026-07-04 00:16:04,0.976,12.587,25.84,325.248,1
2026-07-04 00:16:04,0.976,12.587,33.81,425.566,1
2026-07-04 00:16:04,0.976,12.587,33.81,425.566,1
2026-07-04 00:16:04,0.976,12.587,25.75,324.115,1
2026-07-04 00:16:04,0.976,12.587,25.75,324.115,1
2026-07-04 00:16:04,0.976,12.587,25.75,324.115,1
2026-07-04 00:16:04,0.976,12.587,26.67,335.695,1
2026-07-04 00:16:04,0.976,12.587,26.67,335.695,1
2026-07-04 00:16:05,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:05,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:05,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:05,0.979,12.587,26.0,327.262,1
2026-07-04 00:16:05,0.979,12.587,26.0,327.262,1
2026-07-04 00:16:05,0.979,12.587,25.92,326.255,1
2026-07-04 00:16:05,0.979,12.587,25.92,326.255,1
2026-07-04 00:16:05,0.979,12.587,25.92,326.255,1
2026-07-04 00:16:05,0.978,12.587,25.84,325.248,1
2026-07-04 00:16:05,0.978,12.587,25.84,325.248,1
2026-07-04 00:16:06,0.979,12.587,32.73,411.973,1
2026-07-04 00:16:06,0.979,12.587,32.73,411.973,1
2026-07-04 00:16:06,0.979,12.587,32.73,411.973,1
2026-07-04 00:16:06,0.979,12.587,25.75,324.115,1
2026-07-04 00:16:06,0.979,12.587,25.75,324.115,1
2026-07-04 00:16:06,0.979,12.587,33.81,425.566,1
2026-07-04 00:16:06,0.979,12.587,33.81,425.566,1
2026-07-04 00:16:06,0.979,12.587,33.81,425.566,1
2026-07-04 00:16:06,0.979,12.587,26.0,327.262,1
2026-07-04 00:16:07,0.979,12.587,26.0,327.262,1
2026-07-04 00:16:07,0.979,12.587,31.73,399.386,1
2026-07-04 00:16:07,0.979,12.587,31.73,399.386,1
2026-07-04 00:16:07,0.979,12.587,31.73,399.386,1
2026-07-04 00:16:07,0.978,12.587,26.08,328.269,1
2026-07-04 00:16:07,0.978,12.587,26.08,328.269,1
2026-07-04 00:16:07,0.977,12.587,26.17,329.402,1
2026-07-04 00:16:07,0.977,12.587,26.17,329.402,1
2026-07-04 00:16:07,0.977,12.587,26.17,329.402,1
2026-07-04 00:16:07,0.976,12.587,32.98,415.119,1
2026-07-04 00:16:08,0.976,12.587,32.98,415.119,1
2026-07-04 00:16:08,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:08,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:08,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:08,0.975,12.587,33.9,426.699,1
2026-07-04 00:16:08,0.975,12.587,33.9,426.699,1
2026-07-04 00:16:08,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:08,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:08,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:08,0.974,12.587,26.0,327.262,1
2026-07-04 00:16:09,0.974,12.587,26.0,327.262,1
2026-07-04 00:16:09,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:09,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:09,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:09,0.977,12.587,26.0,327.262,1
2026-07-04 00:16:09,0.977,12.587,26.0,327.262,1
2026-07-04 00:16:09,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:09,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:09,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:09,0.978,12.587,25.92,326.255,1
2026-07-04 00:16:10,0.978,12.587,25.92,326.255,1
2026-07-04 00:16:10,0.978,12.587,32.57,409.959,1
2026-07-04 00:16:10,0.978,12.587,32.57,409.959,1
2026-07-04 00:16:10,0.979,12.587,25.75,324.115,1
2026-07-04 00:16:10,0.979,12.587,25.75,324.115,1
2026-07-04 00:16:10,0.979,12.587,25.75,324.115,1
2026-07-04 00:16:10,0.979,12.587,33.4,420.406,1
2026-07-04 00:16:10,0.979,12.587,33.4,420.406,1
2026-07-04 00:16:10,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:10,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:11,0.978,12.587,25.75,324.115,1
2026-07-04 00:16:11,0.977,12.587,30.99,390.071,1
2026-07-04 00:16:11,0.977,12.587,30.99,390.071,1
2026-07-04 00:16:11,0.977,12.587,25.84,325.248,1
2026-07-04 00:16:11,0.977,12.587,25.84,325.248,1
2026-07-04 00:16:11,0.977,12.587,25.84,325.248,1
2026-07-04 00:16:11,0.976,12.587,27.75,349.289,1
2026-07-04 00:16:11,0.976,12.587,27.75,349.289,1
2026-07-04 00:16:11,0.975,12.587,31.65,398.379,1
2026-07-04 00:16:11,0.975,12.587,31.65,398.379,1
2026-07-04 00:16:12,0.975,12.587,31.65,398.379,1
2026-07-04 00:16:12,0.975,12.587,25.84,325.248,1
2026-07-04 00:16:12,0.975,12.587,25.84,325.248,1
2026-07-04 00:16:12,0.974,12.587,32.48,408.826,1
2026-07-04 00:16:12,0.974,12.587,32.48,408.826,1
2026-07-04 00:16:12,0.974,12.587,32.48,408.826,1
2026-07-04 00:16:12,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:12,0.975,12.587,25.75,324.115,1
2026-07-04 00:16:12,0.975,12.587,26.25,330.409,1
2026-07-04 00:16:12,0.975,12.587,26.25,330.409,1
2026-07-04 00:16:13,0.975,12.587,26.25,330.409,1
2026-07-04 00:16:13,0.974,12.587,25.75,324.115,1
2026-07-04 00:16:13,0.974,12.587,25.75,324.115,1
2026-07-04 00:16:13,0.975,12.587,26.0,327.262,1
2026-07-04 00:16:13,0.975,12.587,26.0,327.262,1
2026-07-04 00:16:13,0.975,12.587,26.0,327.262,1
2026-07-04 00:16:13,0.975,12.587,25.84,325.248,1
2026-07-04 00:16:13,0.975,12.587,25.84,325.248,1
2026-07-04 00:16:13,0.975,12.587,25.84,325.248,1
2026-07-04 00:16:13,0.975,12.587,25.84,325.248,1
2026-07-04 00:16:14,0.975,12.587,25.84,325.248,1
2026-07-04 00:16:14,0.976,12.587,32.57,409.959,1
2026-07-04 00:16:14,0.976,12.587,32.57,409.959,1
2026-07-04 00:16:14,0.977,12.587,25.67,323.108,1
2026-07-04 00:16:14,0.977,12.587,25.67,323.108,1
2026-07-04 00:16:14,0.977,12.587,25.67,323.108,1
2026-07-04 00:16:14,0.978,12.587,33.9,426.699,1
2026-07-04 00:16:14,0.978,12.587,33.9,426.699,1
2026-07-04 00:16:14,0.978,12.587,25.84,325.248,1
2026-07-04 00:16:14,0.978,12.587,25.84,325.248,1
2026-07-04 00:16:15,0.978,12.587,25.84,325.248,1
2026-07-04 00:16:15,0.978,12.587,26.0,327.262,1
2026-07-04 00:16:15,0.978,12.587,26.0,327.262,1
2026-07-04 00:16:15,0.979,12.587,28.66,360.743,1
